fighter_id,name,weight_class,activity_recency_days,win_streak,last_5_win_pct,sig_str_diff_per_min,td_rate,td_attempts_per_15,control_per_15,finish_rate,opponent_recent_win_pct_avg
0d65c432720accb9,Michal Oleksiejczuk,,,0,,,,,,,
08e908ed6d18d6a0,Myles Jury,,,0,,,,,,,
814ff3018127e8fc,Ricky Glenn,,,0,,,,,,,
16690d100f995f8f,Omari Akhmedov,,,0,,,,,,,
1a31ef98efce7a79,Matheus Nicolau,,,0,,,,,,,
d2bc285ead803db0,Louis Smolka,,,0,,,,,,,
c96d9178c9ed9e62,Tim Elliott,,,0,,,,,,,
f57dd0bfa8c17813,Mark De La Rosa,,,0,,,,,,,
8b69839f3555a67b,Martin Kampmann,,,0,,,,,,,
c0ab242c40decc55,Ryan Bader,,,0,,,,,,,
aa03a3ca00ac6827,Carmelo Marrero,,,0,,,,,,,
20205040232ed0f3,Tyson Griffin,,,0,,,,,,,
282fa667ff9c51ed,Cole Miller,,,0,,,,,,,
d74cba8566291bfa,Junie Browning,,,0,,,,,,,
18968f97ad34f15c,Jeremy Stephens,,,0,,,,,,,
91186547a7f3f758,Ricardo Almeida,,,0,,,,,,,
049d698d773eb3e1,Matt Horwich,,,0,,,,,,,
5eedbf1e9601be35,Brock Larson,,,0,,,,,,,
59aaf2730b84698a,Jesse Sanders,,,0,,,,,,,
89b8d1bf1ff09d1d,Tim Credeur,,,0,,,,,,,
f8fe2053d73d7bcf,Nick Catone,,,0,,,,,,,
cb46dface0e28a2c,Jorge Rivera,,,0,,,,,,,
d632d156c0549e07,Nissen Osterneck,,,0,,,,,,,
054defd5420a551f,Rob Kimmons,,,0,,,,,,,
d35c3ed553b71fa2,Joe Vedepo,,,0,,,,,,,
d5f820c11a121050,Aaron Simpson,,,0,,,,,,,
9ca265dfe8323db3,Tim McKenzie,,,0,,,,,,,
f2688492b9a525a3,Frankie Edgar,,,0,,,,,,,
73c7cfa551289285,BJ Penn,,,0,,,,,,,
d10b35152277cf98,James Toney,,,0,,,,,,,
427b5953ac8e3a27,Demian Maia,,,0,,,,,,,
df2bf09c99594848,Mario Miranda,,,0,,,,,,,
7d96bc577e5178b2,Gray Maynard,,,0,,,,,,,
cb139171ed1b69fe,Kenny Florian,,,0,,,,,,,
8355922d564b152c,Nate Diaz,,,0,,,,,,,
b7d524c77c27389b,Marcus Davis,,,0,,,,,,,
3bad7ef643840f67,Joe Lauzon,,,0,,,,,,,
ccba80d4820ef557,Gabe Ruediger,,,0,,,,,,,
b45d6b73f4ca4467,Andre Winner,,,0,,,,,,,
d0c29452d3272603,Dan Miller,,,0,,,,,,,
010986ee359fb863,John Salter,,,0,,,,,,,
9c669abd35b2522f,Greg Soto,,,0,,,,,,,
5b407acfe0ef9b76,Nick Osipczak,,,0,,,,,,,
236a37d96d476164,Mike Pierce,,,0,,,,,,,
dc5a6b2fdb27e7dc,Amilcar Alves,,,0,,,,,,,
8349d55cdecd393a,Antonio Silva,,,0,,,,,,,
511e82663651438d,Michael Johnson,,,0,,,,,,,
d156513a19acf856,Sam Alvey,,,0,,,,,,,
dbc17725b887860a,Cezar Ferreira,,,0,,,,,,,
7dcf06c1967801c1,Adriano Martins,,,0,,,,,,,
9b7694d064a8a0ad,Rustam Khabilov,,,0,,,,,,,
9ba2226646046b63,Frankie Saenz,,,0,,,,,,,
6d1bffff14897645,Santiago Ponzinibbio,,,0,,,,,,,
0d8011111be000b2,Sean Strickland,,,0,,,,,,,
c7d297714d9ab1a4,Marion Reneau,,,0,,,,,,,
6a1901c62ab3870f,Jessica Andrade,,,0,,,,,,,
ed74afc8b5b47a61,William Macario,,,0,,,,,,,
1971869b7e054261,Mike de la Torre,,,0,,,,,,,
8ce87f7e3a9baed2,Tiago dos Santos e Silva,,,0,,,,,,,
